Timestamp,Fuerza_N
14:56:34.516295,0.398
14:56:34.535504,0.398
14:56:34.551286,0.398
14:56:34.566749,0.398
14:56:34.582697,0.398
14:56:34.595853,0.398
14:56:34.615571,1.262
14:56:34.634198,0.398
14:56:34.645038,0.398
14:56:34.657041,0.398
14:56:34.679239,0.398
14:56:34.690400,0.398
14:56:34.705926,0.398
14:56:34.722225,0.398
14:56:34.738965,1.262
14:56:34.752307,0.398
14:56:34.763814,1.262
14:56:34.784124,1.262
14:56:34.799973,0.398
14:56:34.815335,1.262
14:56:34.826881,0.398
14:56:34.843390,0.398
14:56:34.861936,0.398
14:56:34.872791,1.262
14:56:34.894148,0.398
14:56:34.911169,0.398
14:56:34.926729,1.262
14:56:34.942291,1.262
14:56:34.953299,0.398
14:56:34.974389,0.398
14:56:34.988566,0.398
14:56:35.004175,1.262
14:56:35.019689,0.398
14:56:35.032261,0.398
14:56:35.046268,0.398
14:56:35.062283,0.398
14:56:35.078862,0.398
14:56:35.098389,1.262
14:56:35.114426,1.262
14:56:35.124578,0.398
14:56:35.145581,0.398
14:56:35.177844,1.262
14:56:35.193407,0.398
14:56:35.209665,0.398
14:56:35.226294,0.398
14:56:35.240851,0.398
14:56:35.259878,0.398
14:56:35.271410,0.398
14:56:35.287931,0.398
14:56:35.302457,0.398
14:56:35.318465,0.398
14:56:35.328991,0.398
14:56:35.347493,0.398
14:56:35.364525,0.398
14:56:35.383191,1.262
14:56:35.397215,1.262
14:56:35.409540,1.262
14:56:35.427657,1.262
14:56:35.455507,0.398
14:56:35.466505,0.398
14:56:35.493559,0.398
14:56:35.507582,1.262
14:56:35.519109,1.262
14:56:35.535993,0.398
14:56:35.551992,0.398
14:56:35.569597,0.398
14:56:35.584140,0.398
14:56:35.599646,0.398
14:56:35.615647,0.398
14:56:35.631958,0.398
14:56:35.641965,0.398
14:56:35.651589,0.398
14:56:35.670340,0.398
14:56:35.705052,0.398
14:56:35.722589,0.398
14:56:35.743155,0.398
14:56:35.759158,0.398
14:56:35.769606,0.398
14:56:35.780385,0.398
14:56:35.801759,0.398
14:56:35.826846,0.398
14:56:35.851391,0.398
14:56:35.868931,0.398
14:56:35.881608,0.398
14:56:35.898989,0.398
14:56:35.915990,0.398
14:56:35.952071,0.398
14:56:35.974646,0.398
14:56:35.989814,0.398
14:56:36.005639,0.398
14:56:36.017637,0.398
14:56:36.030855,0.398
14:56:36.050965,1.262
14:56:36.066989,1.262
14:56:36.229726,0.398
14:56:36.318468,1.262
14:56:36.332495,0.398
14:56:36.347685,0.398
14:56:36.363730,0.398
14:56:36.378361,0.398
14:56:36.391087,0.398
14:56:36.404746,0.398
14:56:36.423744,0.398
14:56:36.439893,0.398
14:56:36.453932,0.398
14:56:36.486978,1.262
14:56:36.504195,0.398
14:56:36.517202,0.398
14:56:36.532646,0.398
14:56:36.547986,0.398
14:56:36.563753,0.398
14:56:36.576705,0.398
14:56:36.589540,0.398
14:56:36.610092,0.398
14:56:36.626209,1.262
14:56:36.641251,0.398
14:56:36.658779,0.398
14:56:36.673604,0.398
14:56:36.689467,0.398
14:56:36.705956,0.398
14:56:36.720252,0.398
14:56:36.735803,0.398
14:56:36.751359,0.398
14:56:36.766310,0.398
14:56:36.799489,0.398
14:56:36.814875,0.398
14:56:36.824384,0.398
14:56:36.844567,1.262
14:56:36.861363,0.398
14:56:36.875628,0.398
14:56:36.888425,0.398
14:56:36.907391,0.398
14:56:36.938831,0.398
14:56:36.953394,1.262
14:56:36.969391,0.398
14:56:36.986465,0.398
14:56:37.001799,0.398
14:56:37.014538,0.398
14:56:37.029094,0.398
14:56:37.049093,0.398
14:56:37.067072,0.398
14:56:37.081586,0.398
14:56:37.096888,0.398
14:56:37.115549,0.398
14:56:37.128317,0.398
14:56:37.138483,0.398
14:56:37.158794,0.398
14:56:37.174567,0.398
14:56:37.189573,0.398
14:56:37.204162,0.398
14:56:37.217166,0.398
14:56:37.242157,0.398
14:56:37.253155,0.398
14:56:37.266162,0.398
14:56:37.281696,0.398
14:56:37.297843,0.398
14:56:37.315012,0.398
14:56:37.325680,0.398
14:56:37.344863,0.398
14:56:37.369729,0.398
14:56:37.394298,0.398
14:56:37.407671,0.398
14:56:37.422837,1.262
14:56:37.439247,0.398
14:56:37.449954,0.398
14:56:37.470460,0.398
14:56:37.485128,1.262
14:56:37.502263,0.398
14:56:37.518244,0.398
14:56:37.531742,0.398
14:56:37.547148,0.398
14:56:37.561829,0.398
14:56:37.577678,0.398
14:56:37.593937,0.398
14:56:37.608765,0.398
14:56:37.633102,0.398
14:56:37.654965,0.398
14:56:37.670203,0.398
14:56:37.684914,0.398
14:56:37.700203,0.398
14:56:37.715789,0.398
14:56:37.732059,0.398
14:56:37.748607,0.398
14:56:37.762617,0.398
14:56:37.781122,0.398
14:56:37.798095,1.262
14:56:37.812104,1.262
14:56:37.826721,1.262
14:56:37.840084,0.398
14:56:37.856749,1.262
14:56:37.874981,0.398
14:56:37.902777,0.398
14:56:37.920417,0.398
14:56:37.933821,0.398
14:56:37.949854,0.398
14:56:37.965166,0.398
14:56:37.980959,0.398
14:56:37.997270,1.262
14:56:38.013572,0.398
14:56:38.028718,0.398
14:56:38.043014,0.398
14:56:38.059996,0.398
14:56:38.074062,1.262
14:56:38.089651,0.398
14:56:38.105176,0.398
14:56:38.121746,0.398
14:56:38.136676,0.398
14:56:38.152509,0.398
14:56:38.167514,0.398
14:56:38.192009,0.398
14:56:38.216525,0.398
14:56:38.230271,0.398
14:56:38.247316,1.262
14:56:38.265953,1.262
14:56:38.277026,1.262
14:56:38.296530,2.126
14:56:38.329066,3.855
14:56:38.346412,4.719
14:56:38.370849,5.583
14:56:38.384894,6.448
14:56:38.401889,6.448
14:56:38.415894,7.312
14:56:38.432113,8.176
14:56:38.446565,9.905
14:56:38.462318,10.769
14:56:38.478082,13.362
14:56:38.493348,14.226
14:56:38.508377,16.819
14:56:38.524124,18.548
14:56:38.539869,22.869
14:56:38.555144,23.733
14:56:38.570434,28.055
14:56:38.586430,32.376
14:56:38.601739,34.105
14:56:38.616979,37.562
14:56:38.633013,39.29
14:56:38.647591,42.747
14:56:38.663695,44.476
14:56:38.683400,47.933
14:56:38.694915,49.662
14:56:38.711042,53.119
14:56:38.726863,55.712
14:56:38.743551,57.44
14:56:38.757769,60.033
14:56:38.775740,62.626
14:56:38.788700,63.49
14:56:38.803943,63.49
14:56:38.819536,64.355
14:56:38.835586,64.355
14:56:38.850617,64.355
14:56:38.866117,65.219
14:56:38.881160,66.083
14:56:38.891665,66.947
14:56:38.902668,66.947
14:56:38.945582,70.405
14:56:38.958122,72.133
14:56:38.973811,72.997
14:56:38.989385,73.862
14:56:39.005965,73.862
14:56:39.020248,75.59
14:56:39.035277,76.455
14:56:39.050672,78.183
14:56:39.066699,79.047
14:56:39.083254,79.912
14:56:39.098318,81.64
14:56:39.112627,81.64
14:56:39.128324,82.505
14:56:39.143776,82.505
14:56:39.159615,82.505
14:56:39.175003,82.505
14:56:39.189829,82.505
14:56:39.205845,82.505
14:56:39.224147,81.64
14:56:39.236720,80.776
14:56:39.253028,80.776
14:56:39.269037,79.912
14:56:39.283223,79.912
14:56:39.302048,79.912
14:56:39.314632,79.912
14:56:39.330901,79.047
14:56:39.346095,79.047
14:56:39.362662,78.183
14:56:39.378128,79.047
14:56:39.393182,79.047
14:56:39.409123,79.047
14:56:39.428915,79.047
14:56:39.440447,79.047
14:56:39.454459,79.912
14:56:39.470505,80.776
14:56:39.481651,79.912
14:56:39.507976,79.912
14:56:39.531905,79.047
14:56:39.547164,79.047
14:56:39.566873,79.047
14:56:39.578666,79.047
14:56:39.593954,79.047
14:56:39.609244,79.047
14:56:39.625140,79.047
14:56:39.640404,79.047
14:56:39.656072,79.912
14:56:39.671367,79.912
14:56:39.688940,79.912
14:56:39.702940,79.912
14:56:39.720001,79.912
14:56:39.733548,80.776
14:56:39.749539,80.776
14:56:39.792175,81.64
14:56:39.811546,82.505
14:56:39.827394,82.505
14:56:39.842436,82.505
14:56:39.859212,82.505
14:56:39.873248,82.505
14:56:39.908835,82.505
14:56:39.922059,82.505
14:56:39.944875,83.369
14:56:39.969405,84.233
14:56:39.983409,83.369
14:56:39.999804,83.369
14:56:40.017828,83.369
14:56:40.030927,83.369
14:56:40.046235,82.505
14:56:40.060632,82.505
14:56:40.075555,82.505
14:56:40.090792,82.505
14:56:40.105961,82.505
14:56:40.122976,81.64
14:56:40.137495,81.64
14:56:40.152978,81.64
14:56:40.169044,80.776
14:56:40.184390,80.776
14:56:40.199550,79.912
14:56:40.215543,79.912
14:56:40.231376,79.912
14:56:40.246980,79.912
14:56:40.262765,79.912
14:56:40.278445,79.047
14:56:40.293813,79.047
14:56:40.311510,79.047
14:56:40.325659,79.047
14:56:40.341033,79.912
14:56:40.357819,79.047
14:56:40.372697,79.047
14:56:40.388490,79.912
14:56:40.406048,79.047
14:56:40.419553,79.912
14:56:40.436472,79.912
14:56:40.450479,79.912
14:56:40.466985,79.912
14:56:40.481824,79.912
14:56:40.501428,79.912
14:56:40.512436,80.776
14:56:40.530666,80.776
14:56:40.544215,80.776
14:56:40.563243,80.776
14:56:40.577747,81.64
14:56:40.591293,81.64
14:56:40.608315,81.64
14:56:40.622298,82.505
14:56:40.636868,82.505
14:56:40.654871,81.64
14:56:40.680530,82.505
14:56:40.705646,82.505
14:56:40.730200,83.369
14:56:40.745274,83.369
14:56:40.760358,83.369
14:56:40.776313,83.369
14:56:40.790846,83.369
14:56:40.806867,83.369
14:56:40.822522,83.369
14:56:40.839285,83.369
14:56:40.855315,83.369
14:56:40.872421,83.369
14:56:40.885064,83.369
14:56:40.901064,84.233
14:56:40.917024,84.233
14:56:40.932722,84.233
14:56:40.969371,84.233
14:56:41.014642,85.097
14:56:41.044475,85.097
14:56:41.089876,85.097
14:56:41.104904,84.233
14:56:41.119719,84.233
14:56:41.135225,84.233
14:56:41.151036,83.369
14:56:41.166707,83.369
14:56:41.183052,83.369
14:56:41.199179,83.369
14:56:41.215183,83.369
14:56:41.229684,82.505
14:56:41.246049,82.505
14:56:41.260569,82.505
14:56:41.278504,82.505
14:56:41.292019,82.505
14:56:41.308011,81.64
14:56:41.325532,82.505
14:56:41.340932,82.505
14:56:41.356935,81.64
14:56:41.371071,81.64
14:56:41.389826,81.64
14:56:41.401816,81.64
14:56:41.418323,79.912
14:56:41.433327,79.912
14:56:41.448864,79.047
14:56:41.463378,79.047
14:56:41.480733,79.047
14:56:41.495235,79.047
14:56:41.511234,79.047
14:56:41.528767,79.047
14:56:41.542293,79.047
14:56:41.559296,79.912
14:56:41.574686,79.912
14:56:41.591201,79.912
14:56:41.607763,79.912
14:56:41.621287,79.912
14:56:41.636813,79.912
14:56:41.651797,79.912
14:56:41.668129,80.776
14:56:41.683196,80.776
14:56:41.698777,80.776
14:56:41.713767,80.776
14:56:41.728276,80.776
14:56:41.744829,81.64
14:56:41.759875,81.64
14:56:41.779572,80.776
14:56:41.801101,80.776
14:56:41.813117,80.776
14:56:41.828633,80.776
14:56:41.846171,80.776
14:56:41.870130,80.776
14:56:41.884948,80.776
14:56:41.900733,81.64
14:56:41.917818,81.64
14:56:41.932348,81.64
14:56:41.947930,80.776
14:56:41.978987,79.912
14:56:41.994129,79.912
14:56:42.009433,79.912
14:56:42.027178,80.776
14:56:42.044704,80.776
14:56:42.059707,80.776
14:56:42.086474,80.776
14:56:42.103099,81.64
14:56:42.122992,81.64
14:56:42.149653,82.505
14:56:42.170388,82.505
14:56:42.196798,81.64
14:56:42.210753,81.64
14:56:42.227219,81.64
14:56:42.241819,81.64
14:56:42.257403,82.505
14:56:42.272808,82.505
14:56:42.287915,82.505
14:56:42.303593,82.505
14:56:42.321047,83.369
14:56:42.341626,82.505
14:56:42.391974,82.505
14:56:42.409708,82.505
14:56:42.429072,82.505
14:56:42.444678,83.369
14:56:42.461518,82.505
14:56:42.478054,82.505
14:56:42.489742,82.505
14:56:42.507871,83.369
14:56:42.524008,83.369
14:56:42.538684,83.369
14:56:42.554396,83.369
14:56:42.569559,82.505
14:56:42.593896,82.505
14:56:42.608995,82.505
14:56:42.633399,82.505
14:56:42.648136,82.505
14:56:42.663661,82.505
14:56:42.678847,81.64
14:56:42.694858,81.64
14:56:42.715654,81.64
14:56:42.734477,81.64
14:56:42.756495,81.64
14:56:42.773093,81.64
14:56:42.789610,81.64
14:56:42.805275,81.64
14:56:42.820159,81.64
14:56:42.834411,81.64
14:56:42.851394,81.64
14:56:42.866951,81.64
14:56:42.881573,81.64
14:56:42.896967,81.64
14:56:42.929445,80.776
14:56:42.944002,80.776
14:56:42.960033,80.776
14:56:42.978999,80.776
14:56:42.991231,79.912
14:56:43.007196,80.776
14:56:43.051066,80.776
14:56:43.062159,80.776
14:56:43.088051,80.776
14:56:43.103052,80.776
14:56:43.118564,80.776
14:56:43.133818,79.912
14:56:43.148848,79.912
14:56:43.164042,79.912
14:56:43.182536,79.912
14:56:43.211683,79.912
14:56:43.225195,79.912
14:56:43.240518,79.912
14:56:43.255913,79.912
14:56:43.272505,79.912
14:56:43.287309,79.912
14:56:43.302556,79.912
14:56:43.318612,79.912
14:56:43.333716,79.912
14:56:43.353011,79.912
14:56:43.364442,79.912
14:56:43.380381,79.912
14:56:43.395236,79.912
14:56:43.410760,79.912
14:56:43.426846,79.047
14:56:43.441895,79.047
14:56:43.457184,79.912
14:56:43.469201,79.912
14:56:43.480200,79.912
14:56:43.504196,79.912
14:56:43.520906,79.912
14:56:43.535513,79.047
14:56:43.551330,79.912
14:56:43.567357,79.912
14:56:43.582868,79.912
14:56:43.598338,79.912
14:56:43.614253,79.912
14:56:43.630358,79.912
14:56:43.646232,79.912
14:56:43.660655,79.047
14:56:43.695400,79.047
14:56:43.714946,79.047
14:56:43.739331,79.047
14:56:43.754459,79.047
14:56:43.770052,79.047
14:56:43.792579,79.047
14:56:43.818510,79.912
14:56:43.833617,79.912
14:56:43.849620,79.912
14:56:43.865727,79.912
14:56:43.881782,79.047
14:56:43.899024,79.047
14:56:43.913601,79.047
14:56:43.928951,79.047
14:56:43.944301,79.047
14:56:43.961585,79.912
14:56:43.975381,79.912
14:56:43.990026,80.776
14:56:44.005474,80.776
14:56:44.020600,80.776
14:56:44.035490,79.912
14:56:44.051807,79.912
14:56:44.066726,79.912
14:56:44.081756,79.912
14:56:44.097219,79.912
14:56:44.113054,79.912
14:56:44.129407,79.912
14:56:44.144279,79.912
14:56:44.159478,80.776
14:56:44.175327,80.776
14:56:44.193856,80.776
14:56:44.205501,79.912
14:56:44.222907,79.912
14:56:44.238473,79.912
14:56:44.253243,79.047
14:56:44.269115,79.912
14:56:44.284689,79.912
14:56:44.301077,79.912
14:56:44.314962,80.776
14:56:44.333634,80.776
14:56:44.346515,80.776
14:56:44.361323,80.776
14:56:44.376848,80.776
14:56:44.392540,80.776
14:56:44.407889,80.776
14:56:44.423433,80.776
14:56:44.438845,80.776
14:56:44.454868,80.776
14:56:44.471265,81.64
14:56:44.486094,81.64
14:56:44.502075,81.64
14:56:44.517878,81.64
14:56:44.534817,81.64
14:56:44.549914,81.64
14:56:44.566401,81.64
14:56:44.580986,81.64
14:56:44.596961,81.64
14:56:44.613069,81.64
14:56:44.629170,81.64
14:56:44.644462,81.64
14:56:44.690443,81.64
14:56:44.707826,81.64
14:56:44.724255,81.64
14:56:44.739475,81.64
14:56:44.753843,80.776
14:56:44.770535,80.776
14:56:44.786515,80.776
14:56:44.801024,79.912
14:56:44.817080,80.776
14:56:44.833712,80.776
14:56:44.847946,80.776
14:56:44.863341,79.912
14:56:44.882234,79.912
14:56:44.895741,79.912
14:56:44.910748,79.912
14:56:44.922016,79.912
14:56:44.941818,79.912
14:56:44.956641,79.912
14:56:44.972443,79.047
14:56:44.989298,79.047
14:56:45.007299,78.183
14:56:45.022811,79.047
14:56:45.035319,78.183
14:56:45.051342,79.047
14:56:45.067398,79.912
14:56:45.084042,79.047
14:56:45.101066,79.047
14:56:45.113278,79.047
14:56:45.138509,79.047
14:56:45.171240,79.047
14:56:45.193114,79.047
14:56:45.215254,79.047
14:56:45.232760,79.912
14:56:45.254423,79.912
14:56:45.269609,79.912
14:56:45.285395,79.912
14:56:45.295393,79.912
14:56:45.316490,79.047
14:56:45.332545,79.912
14:56:45.348118,79.912
14:56:45.362450,79.912
14:56:45.378541,79.912
14:56:45.393213,79.912
14:56:45.409284,79.912
14:56:45.425855,79.912
14:56:45.440880,80.776
14:56:45.456883,80.776
14:56:45.472876,79.912
14:56:45.487460,80.776
14:56:45.502161,80.776
14:56:45.518454,79.912
14:56:45.532992,79.912
14:56:45.548282,79.912
14:56:45.567789,79.047
14:56:45.580517,79.047
14:56:45.595032,79.912
14:56:45.611527,79.912
14:56:45.626058,79.912
14:56:45.641356,79.912
14:56:45.656358,79.912
14:56:45.672074,79.912
14:56:45.687164,79.912
14:56:45.702431,79.912
14:56:45.718142,80.776
14:56:45.733815,80.776
14:56:45.749589,80.776
14:56:45.766405,81.64
14:56:45.785913,81.64
14:56:45.796288,81.64
14:56:45.811296,81.64
14:56:45.827365,81.64
14:56:45.841696,81.64
14:56:45.856668,81.64
14:56:45.872642,82.505
14:56:45.887692,81.64
14:56:45.903697,81.64
14:56:45.919411,82.505
14:56:45.935229,81.64
14:56:45.951222,81.64
14:56:45.969167,81.64
14:56:45.983233,81.64
14:56:45.998318,81.64
14:56:46.013763,81.64
14:56:46.029276,80.776
14:56:46.044751,81.64
14:56:46.060036,80.776
14:56:46.076370,80.776
14:56:46.091896,80.776
14:56:46.105898,80.776
14:56:46.122127,80.776
14:56:46.137605,80.776
14:56:46.154020,79.912
14:56:46.168836,79.912
14:56:46.183861,79.912
14:56:46.198993,79.912
14:56:46.213996,79.912
