Timestamp,Fz,FC3,FCz,FC4,Cz,C3,C4
12:08:25.118102,202118.96875,196482.125,220674.046875,209169.15625,221482.640625,179118.125,-705755.3125,180433.75,0.020751953125,0.971923828125,-0.23876953125,-0.6408690810203552,0.6103515028953552,1.0375975370407104,86.66667175292969,159457.0,1.0
12:08:25.127820,202116.46875,196478.734375,220675.65625,209168.4375,221490.859375,179117.765625,-705754.5625,180434.5625,0.02001953125,0.972900390625,-0.239013671875,-0.4272460639476776,0.7324218153953552,0.8850097060203552,86.66667175292969,159458.0,1.0
12:08:25.132521,202099.921875,196460.3125,220662.328125,209168.171875,221456.09375,179092.734375,-705764.75,180431.421875,0.020263671875,0.97216796875,-0.238525390625,-0.2746581733226776,0.9155272841453552,0.7629393935203552,86.66667175292969,159459.0,1.0
12:08:25.132596,202101.796875,196466.921875,220660.09375,209170.046875,221445.71875,179096.84375,-705769.6875,180430.265625,0.017333984375,0.974853515625,-0.23876953125,-0.1220703050494194,1.0375975370407104,0.6103515028953552,86.66667175292969,159460.0,1.0
12:08:25.138781,202121.296875,196482.921875,220671.90625,209176.03125,221476.109375,179115.53125,-705763.4375,180438.75,0.01171875,0.97900390625,-0.235595703125,-0.1525878757238388,1.0986326932907104,0.4882812201976776,86.66667175292969,159461.0,1.0
12:08:25.138882,202125.40625,196484.984375,220679.046875,209177.296875,221493.453125,179117.859375,-705757.0625,180440.359375,0.010009765625,0.981689453125,-0.237060546875,-0.1220703050494194,1.0986326932907104,0.1220703050494194,86.66667175292969,159462.0,1.0
12:08:25.144915,202114.59375,196472.5625,220672.875,209179.796875,221467.265625,179101.765625,-705760.9375,180438.578125,0.0087890625,0.986328125,-0.234375,-0.2136230319738388,0.9765624403953552,-0.0610351525247097,86.66667175292969,159463.0,1.0
12:08:25.144970,202111.546875,196474.25,220667.96875,209181.84375,221448.3125,179101.140625,-705768.0,180435.265625,0.008544921875,0.987060546875,-0.235107421875,-0.2746581733226776,0.9460448622703552,-0.2136230319738388,86.66667175292969,159464.0,1.0
12:08:25.150700,202124.234375,196484.453125,220673.515625,209180.234375,221469.859375,179114.8125,-705769.875,180436.515625,0.009765625,0.989013671875,-0.234619140625,-0.2746581733226776,0.8850097060203552,-0.3662109076976776,86.66667175292969,159465.0,1.0
12:08:25.153488,202130.953125,196488.734375,220682.0,209178.625,221493.28125,179123.84375,-705761.375,180438.75,0.009033203125,0.98974609375,-0.233642578125,-0.3967284858226776,0.7324218153953552,-0.3967284858226776,86.66667175292969,159466.0,1.0
12:08:25.168606,202118.4375,196475.15625,220675.65625,209179.34375,221472.359375,179108.734375,-705764.125,180437.421875,0.01220703125,0.991455078125,-0.23486328125,-0.4882812201976776,0.6713866591453552,-0.5798339247703552,86.66667175292969,159467.0,1.0
12:08:25.168644,202112.4375,196471.484375,220669.65625,209182.828125,221449.296875,179101.765625,-705768.0625,180438.484375,0.012939453125,0.9931640625,-0.234130859375,-0.6408690810203552,0.6103515028953552,-0.5187987685203552,86.66667175292969,159468.0,1.0
12:08:25.171158,202128.53125,196487.40625,220677.359375,209187.75,221468.96875,179116.25,-705765.0625,180443.046875,0.013671875,0.993896484375,-0.235107421875,-0.7934569716453552,0.5187987685203552,-0.4272460639476776,86.66667175292969,159469.0,1.0
12:08:25.171176,202137.921875,196492.40625,220685.578125,209185.78125,221493.546875,179124.296875,-705757.875,180443.40625,0.015869140625,0.99365234375,-0.23828125,-0.9765624403953552,0.5493163466453552,-0.2746581733226776,86.66667175292969,159470.0,1.0
12:08:25.173007,202126.484375,196479.53125,220680.390625,209184.625,221479.328125,179111.953125,-705755.125,180440.8125,0.015869140625,0.99267578125,-0.23828125,-0.9765624403953552,0.4577636420726776,-0.2441406100988388,86.66667175292969,159471.0,1.0
12:08:25.190094,202114.859375,196471.75,220669.578125,209183.734375,221448.671875,179100.421875,-705758.5,180436.25,0.01318359375,0.99169921875,-0.23876953125,-1.2207030057907104,0.4577636420726776,-0.2136230319738388,86.66667175292969,159472.0,1.0
12:08:25.190115,202124.328125,196483.46875,220674.40625,209184.171875,221460.640625,179113.828125,-705756.875,180434.5625,0.012451171875,0.992431640625,-0.2333984375,-1.3427733182907104,0.4882812201976776,-0.03051757626235485,86.66667175292969,159473.0,1.0
12:08:25.193234,202143.015625,196499.921875,220690.40625,209189.546875,221497.390625,179136.453125,-705758.5,180443.578125,0.011474609375,0.991943359375,-0.234619140625,-1.4648436307907104,0.5187987685203552,0.03051757626235485,86.66667175292969,159474.0,1.0
12:08:25.193336,202133.625,196488.46875,220687.1875,209184.0,221490.234375,179123.84375,-705755.1875,180439.296875,0.010986328125,0.991455078125,-0.236083984375,-1.6479490995407104,0.4577636420726776,0.1831054538488388,86.66667175292969,159475.0,1.0
12:08:25.198624,202114.765625,196470.40625,220670.734375,209177.296875,221453.671875,179102.5625,-705762.25,180431.609375,0.0078125,0.992919921875,-0.237060546875,-1.7395018339157104,0.5798339247703552,0.1525878757238388,86.66667175292969,159476.0,1.0
12:08:25.198642,202119.953125,196479.984375,220670.828125,209177.828125,221458.859375,179111.515625,-705771.1875,180432.5,0.007568359375,0.991943359375,-0.238525390625,-1.9531248807907104,0.6408690810203552,0.1831054538488388,86.66667175292969,159477.0,1.0
12:08:25.204891,202135.859375,196493.5625,220681.828125,209181.40625,221488.90625,179128.046875,-705765.375,180441.078125,0.00634765625,0.99169921875,-0.23486328125,-2.044677495956421,0.5493163466453552,0.3967284858226776,86.66667175292969,159478.0,1.0
